property_type,state,lat,lon,area_m2,price_mxn
APARTMENT,Querétaro,20.5887932,-100.3898881,178.0,316118.9
HOUSE,Veracruz de Ignacio de la Llave,19.142568,-96.125389,2024-12-01,92728.21
HOUSE,Morelos,18.970675,-99.288261,,156742.28
HOUSE,Morelos###,18.813505,-98.953514,90.0,52686.48
HOUSE,Sonora,27.492618,-109.960496,2024-12-01,147522.15
HOUSE,Quintana Roo,20.65593,,210.0,225024.63
HOUSE,Baja California Sur,24.143626,-110.336274,180.0,226551.88
HOUSE,Guerrero,16.841759,-99.847374,97.0,67981.68
APARTMENT,Veracruz de Ignacio de la Llave,19.125867,-96.106026,189.0,279238.36
HOUSE,Chihuahua,23.634501,-102.552788,200.0,
HOUSE,Jalisco,20.6081525,-103.3946675,150.0,43993.21
APARTMENT,Yucatán,21.029198,-89.607506,200.0,139619.18
HOUSE,Morelos,18.927336,-99.213448,145.0,121178.91
HOUSE,Veracruz de Ignacio de la Llave,25.439677,-100.946717,172.0,90589.54
APARTMENT,,19.472481,-99.182374,75.0,80635.87
HOUSE,Estado de México,19.514382,-99.258682,150.0,77325.47
HOUSE,Distrito Federal,19.325355,-99.232561,136.0,306635.33
HOUSE,Yucatán,21.072905,-89.65963,250.0,110641.61
HOUSE,San Luis Potosí,22.14691,-101.038651,245.0,144922.18
HOUSE,,18.879347,-99.179871,184.0,136984.85
HOUSE,Tabasco,18.03410232,-92.98419938,161.0,125950.55
HOUSE,Morelos,23.634501,-102.552788,338.0,147522.15
HOUSE,Puebla,18.921051,-98.417053,116.0,91463.73
HOUSE,Puebla,19.014643,-98.170731,140.0,89588.26
HOUSE,Morelos,18.858107,-99.200287,78.0,34246.21
HOUSE,Morelos,18.945309,-99.22372,380.0,263432.41
HOUSE,Yucatán,21.0381057,-89.5933722,213.0,118572.7
,Distrito Federal,19.474655,-99.189277,70.0,50064.02
HOUSE,,21.072905,-89.65963,200.0,102763.0
HOUSE,Veracruz de Ignacio de la Llave,25.531834,,150.0,41105.2
APARTMENT,Nuevo León,,-100.342773,92.0,208160.96
HOUSE,Estado de México,19.499864,-99.050138,175.0,100104.31
HOUSE,Estado de México,19.555771,-99.248612,200.0,
HOUSE,San Luis Potosí,22.157743,-100.94397,225.0,75078.23
HOUSE,Nuevo León,25.6769684,,107.0,50052.15
HOUSE,San Luis Potosí,22.14700093,-101.0172996,160.0,109587.88
HOUSE,Guerrero,,-99.853204,280.0,200208.63
APARTMENT,Estado de México,19.424913,-99.271629,69.0,57422.47
HOUSE,Estado de México,19.54966748,-99.01653931,90.0,50052.15
HOUSE,Guerrero,16.867283,-99.867119,150.0,139619.18
HOUSE,,18.811808,-98.94649,100.0,???
APARTMENT,Distrito Federal,19.396502,-99.128797,80.0,39946.36
APARTMENT,Yucatán,21.017197,-89.574516,66.0,83771.5
HOUSE,Hidalgo,20.06499132,-98.76800179,100.0,57955.13
HOUSE,Tamaulipas,22.266645,-97.870796,296.0,210745.93
,Estado de México,18.948179,-99.482277,170.0,131716.2
APARTMENT,Yucatán,,-89.2624626,202.0,210743.21
HOUSE,Puebla,19.044477,-98.328011,235.0,168636.73
HOUSE,Chihuahua,28.6556674,-106.0711926,159.0,68205.43
HOUSE,Distrito Federal,19.2826778,-99.2090757,,144887.83
APARTMENT,Distrito Federal,19.48888,-99.179278,70.0,51393.55
HOUSE,Chiapas,16.732222,-93.135307,240.0,131716.2
HOUSE,,23.634501,-102.552788,205.0,78766.29
HOUSE,Yucatán,21.0381057,-89.5933722,165.0,100075.35
APARTMENT,Guerrero,16.801018,-99.824979,98.0,99577.45
HOUSE,Estado de México,19.6850991,-99.2113669,62.0,37943.26
HOUSE,Morelos,18.9212022,-99.1739857,125.0,62184.79
HOUSE,Yucatán,21.030668,-89.599258,320.0,189663.62
APARTMENT,Puebla,18.96785528,-98.28487086,127.0,176979.24
HOUSE,Nuevo León,25.723516,-100.393311,365.0,242415.29
HOUSE,Yucatán,21.0151423,-89.6551671,180.0,68245.17
APARTMENT,Quintana Roo,21.13593739,-86.76753902,84.0,84318.36
,Morelos,18.891859,-99.187134,320.0,210795.91
APARTMENT,Sinaloa,23.261248,-106.459885,61.0,40568.59
APARTMENT,Distrito Federal,19.364891,-99.148384,62.0,84318.36
APARTMENT,Distrito Federal,19.426528,-99.196279,,218648.9
APARTMENT,Estado de México,19.369319,-99.293444,150.0,128098.38
,Chiapas,,-93.152699,73.0,43202.91
APARTMENT,,19.434723,-99.175887,80.0,131768.89
APARTMENT,Distrito Federal,,-99.138544,65.0,42676.05
HOUSE,Estado de México,19.55134,-99.233528,260.0,316118.9
,Querétaro,20.607178,-100.335754,104.0,77975.99
HOUSE,San Luis Potosí,22.16483221,-100.976522,125.0,51644.99
HOUSE,,22.16644588,-100.9547921,140.0,51644.99
,Chiapas,16.771928,-93.105578,200.0,110667.85
HOUSE,Tamaulipas,22.246319,-97.86264,163.0,113302.8
HOUSE,Distrito Federal,19.365175,-99.230064,270.0,150683.34
APARTMENT,Estado de México,19.379597,-99.293808,155.0,236091.42
,Tlaxcala,19.312792,-98.216515,159.0,79029.72
HOUSE,Querétaro,23.634501,-102.552788,145.0,
HOUSE,Yucatán###,21.039522,-89.563911,186.0,99577.45
HOUSE,San Luis Potosí,22.175159,-100.979996,188.0,72197.6
HOUSE,Puebla,19.11055714,-98.28005165,120.0,65858.1
,,19.64443,-99.098587,75.0,37943.26
HOUSE,Veracruz de Ignacio de la Llave,25.502705,-103.408554,190.0,42969.88
HOUSE,Veracruz de Ignacio de la Llave,25.461545,-100.883958,170.0,
APARTMENT,Distrito Federal,19.478815,-99.196831,64.0,76395.4
HOUSE,Querétaro,20.611304,-100.386343,360.0,268701.06
HOUSE,Veracruz de Ignacio de la Llave,,-96.128845,160.0,84298.37
HOUSE,Veracruz de Ignacio de la Llave,20.955351,-97.404341,150.0,43729.78
HOUSE,Sonora,29.07683,-110.9871743,309.0,189716.32
APARTMENT,Guerrero,23.634501,-102.552788,178.0,237145.4
HOUSE,Yucatán,21.039522,-89.563911,215.0,98656.43
HOUSE,Nuevo León,25.74317303,-100.3723396,138.0,53225.96
APARTMENT,Morelos,18.97019398,-99.24238533,,123813.23
HOUSE,Aguascalientes,21.88930425,-102.2563045,198.0,41105.2
APARTMENT,Distrito Federal,19.298168,-99.113106,83.0,177695.7
HOUSE,Chiapas,16.734992,-93.102641,121.0,83771.5
,Nuevo León,25.701321,-100.457924,164.0,47417.83
HOUSE,Aguascalientes,21.88585,-102.294085,185.0,142253.5
HOUSE,Jalisco,20.618633,-103.387465,150.0,73761.07
HOUSE,Nuevo León,25.67382016,-100.3135947,,
HOUSE,Morelos,18.942068,-99.242531,200.0,184446.42
,Querétaro,20.700323,-100.472563,269.0,147522.15
HOUSE,Veracruz de Ignacio de la Llave,25.558393,-103.385429,113.0,44941.57
HOUSE,Nuevo León,25.580088,-100.239685,234.0,201310.09
HOUSE,Sinaloa###,23.283125,-106.406723,192.0,-47417.83
HOUSE,Chiapas,16.752182,,184.0,79029.72
APARTMENT,Distrito Federal,19.3880398,-99.1695793,,113302.8
,San Luis Potosí,22.14691,-101.038651,,81664.04
HOUSE,Morelos,18.936026,-99.216217,286.0,209692.2
HOUSE,Distrito Federal,19.328833,-99.133163,140.0,123813.23
HOUSE,Distrito Federal,19.455385,-99.209835,216.0,84318.36
HOUSE,Puebla,19.071239,-98.273949,,126447.56
HOUSE,Estado de México,19.501955,-99.226952,196.0,226551.88
HOUSE,Morelos,18.866121,-99.231445,180.0,147522.15
HOUSE,Querétaro,20.726007,-100.442642,330.0,194986.21
HOUSE,Yucatán,21.075163,-89.516731,192.0,92542.77
HOUSE,Tlaxcala###,19.435802,-98.10286,135.0,41095.45
HOUSE,Yucatán,20.9731555,-89.6229189,250.0,84318.36
HOUSE,Estado de México,19.159458,,79.0,37943.26
HOUSE,Puebla,19.0412967,-98.2061996,109.0,36889.28
HOUSE,Sinaloa,24.817956,-107.434033,,64804.37
APARTMENT,Sinaloa,23.299184,-106.481557,230.0,269754.79
APARTMENT,Distrito Federal,19.36243,-99.176957,70.0,40568.59
APARTMENT,Distrito Federal,,-99.192293,,
HOUSE,Nuevo León,25.7581963,-100.2665026,,79029.72
HOUSE,Querétaro,20.556261,-100.370035,112.0,90620.75
HOUSE,Chiapas,16.744808,-93.179222,350.0,147557.13
HOUSE,Yucatán###,21.02594686,-89.58423615,264.0,-149928.59
APARTMENT,,21.15007472,-86.83164597,165.0,121178.91
HOUSE,Chiapas,16.734121,-92.626991,100.0,84298.37
HOUSE,Querétaro,20.705742,-100.444016,223.0,137017.34
APARTMENT,Distrito Federal,19.400731,-99.125466,80.0,68070.93
APARTMENT,Distrito Federal,19.33923,-99.218987,83.0,147522.15
APARTMENT,Distrito Federal,19.365383,-99.16507,81.0,161826.53
HOUSE,Yucatán,21.030668,-89.599258,350.0,221283.23
HOUSE,Morelos,18.864874,-98.925911,60.0,34246.21
APARTMENT,Distrito Federal,19.463009,-99.131106,81.0,102738.64
,Yucatán,21.30856674,-89.53033447,380.0,210795.91
HOUSE,Distrito Federal###,19.33427,-99.083374,100.0,-68492.42
APARTMENT,Distrito Federal,19.499434,-99.111916,85.0,112402.96
APARTMENT,Distrito Federal,19.380937,-99.179545,98.0,197146.87
HOUSE,,21.006866,-89.618103,305.0,168596.74
HOUSE,Veracruz de Ignacio de la Llave,,,240.0,168596.74
HOUSE,Baja California###,32.459403,-116.880827,114.0,73761.07
HOUSE,Puebla,19.101185,-98.357062,90.0,42149.18
HOUSE,Querétaro,20.394361,-99.973053,354.0,115910.26
HOUSE,Yucatán,21.065001,,155.0,71143.62
HOUSE,Querétaro,20.646841,-100.376117,86.0,45310.37
HOUSE,Morelos,18.897581,-99.07093,306.0,208160.96
HOUSE,Yucatán,21.072905,,171.0,94278.47
HOUSE,Morelos###,18.917542,-98.963181,182.0,97469.99
HOUSE,Veracruz de Ignacio de la Llave,20.948336,-97.362764,100.0,???
,Distrito Federal,19.396018,-99.147827,70.0,183989.47
HOUSE,,19.051815,-98.277669,198.0,115910.26
APARTMENT,Distrito Federal,19.309208,-99.171906,70.0,77572.89
HOUSE,Yucatán###,21.0506531,-89.5588406,334.0,-137017.34
HOUSE,Yucatán,21.34379622,-89.26205993,130.0,110404.35
HOUSE,Querétaro,,,106.0,
APARTMENT,Nuevo León,25.721081,-100.345581,72.0,68421.05
HOUSE,,23.634501,-102.552788,360.0,278947.37
APARTMENT,Estado de México,19.2720402,-99.572013,85.0,65789.47
,San Luis Potosí,22.13888212,-100.9965101,158.0,111578.95
APARTMENT,Distrito Federal,19.394558,-99.129707,65.0,39904.74
HOUSE,Veracruz de Ignacio de la Llave,19.1680666,-96.160663,100.0,
APARTMENT,Distrito Federal,19.3261963,-99.14058611,74.0,157368.42
HOUSE,Yucatán,21.0552216,-89.6583682,220.0,112473.68
HOUSE,Chihuahua,28.691416,-106.13604,236.0,110526.32
APARTMENT,Jalisco,20.641428,-103.417295,85.0,88947.37
,San Luis Potosí,22.126078,-100.944672,131.0,55000.0
HOUSE,,19.03642362,-98.19941841,337.0,163157.89
APARTMENT,Distrito Federal,19.367239,-99.186126,92.0,184210.53
APARTMENT,Guerrero,16.851935,-99.844955,195.0,105263.16
HOUSE,,19.153019,-96.12487,207.0,144736.84
HOUSE,,25.75013289,-100.2701137,280.0,104736.84
APARTMENT,Estado de México,19.536253,-99.240456,,65789.47
HOUSE,Chiapas,19.673779,-101.187927,210.0,136842.11
,Baja California###,32.4690603,-116.8196303,111.0,-71911.21
HOUSE,Yucatán,21.030771,-89.646347,150.0,63157.89
HOUSE,Chiapas,16.717077,-93.162903,170.0,94736.84
HOUSE,Morelos,18.813908,-99.201675,86.0,52631.58
APARTMENT,Distrito Federal,19.473001,-99.087491,79.0,35841.58
HOUSE,Yucatán,21.072905,-89.65963,190.0,97368.42
HOUSE,Querétaro,,-100.346985,237.0,157894.74
HOUSE,,21.075163,-89.516731,300.0,115263.16
HOUSE,Guerrero,16.86597275,-99.87171739,300.0,131578.95
HOUSE,Veracruz de Ignacio de la Llave,,-103.376805,232.0,81578.95
HOUSE,Yucatán,21.017197,-89.574516,220.0,92105.26
HOUSE,Hidalgo,20.036614,-98.77615,295.0,94736.84
HOUSE,Yucatán,21.0399331,-89.5965747,240.0,99473.68
HOUSE,Morelos,18.893921,-99.221429,160.0,150000.0
HOUSE,,25.545829,-103.38708,115.0,57894.74
HOUSE,Quintana Roo,21.139086,-86.84964,290.0,118421.05
,Chiapas,19.681248,-101.209167,180.0,71052.63
APARTMENT,Distrito Federal,19.271467,-99.146309,98.0,130842.11
HOUSE,Chiapas,19.724886,-101.118018,120.0,
HOUSE,Estado de México,19.420156,-99.249458,,321052.63
HOUSE,,20.684505,-101.406695,280.0,189473.68
HOUSE,Puebla,18.984862,,299.0,231578.95
HOUSE,Distrito Federal,19.289286,,140.0,124210.53
HOUSE,San Luis Potosí,22.150696,-101.010025,172.0,81052.63
APARTMENT,Distrito Federal,19.444924,-99.139843,60.0,
HOUSE,Tabasco,18.017324,-92.899362,98.0,36842.11
HOUSE,Puebla###,,-98.170731,,260526.32
HOUSE,Tamaulipas,22.258686,-97.851753,163.0,105263.16
HOUSE,Distrito Federal,19.378482,-99.220795,100.0,201061.21
HOUSE,Morelos,18.93409,-99.254997,240.0,178947.37
HOUSE,Yucatán,21.0315095,-89.600513,325.0,186842.11
APARTMENT,Yucatán,21.072905,-89.65963,190.0,184210.53
APARTMENT,Morelos,18.923538,-99.241848,110.0,57894.74
HOUSE,Querétaro,20.681293,-100.329622,155.0,97368.42
HOUSE,Morelos,18.821062,-98.949371,120.0,69473.68
APARTMENT,Guerrero,16.8531086,-99.8236533,141.0,121052.63
APARTMENT,Puebla,19.049024,-98.281669,127.0,88947.37
HOUSE,Tamaulipas,22.34005336,,165.0,89473.68
,Morelos,18.862602,-99.213448,145.0,97368.42
APARTMENT,Yucatán,21.018724,-89.589836,60.0,47105.26
HOUSE,Jalisco,20.569456,-103.50165,176.0,
APARTMENT,Distrito Federal###,19.3934457,-99.1796926,100.0,279193.58
APARTMENT,Distrito Federal###,19.436024,-99.15461,64.0,236842.11
APARTMENT,Distrito Federal,19.378009,-99.193543,180.0,78189.47
APARTMENT,Distrito Federal,19.416294,-99.16748,117.0,289421.05
HOUSE,Morelos,18.859078,-99.176287,82.0,40000.0
HOUSE,Querétaro,20.692161,-100.465025,258.0,147368.42
HOUSE,Querétaro,,-99.973053,120.0,73684.21
HOUSE,Baja California,,,2024-12-01,71911.21
HOUSE,Tabasco,23.634501,-102.552788,82.0,44736.84
HOUSE,Estado de México,19.619862,-99.146996,75.0,37037.11
HOUSE,Hidalgo,20.059035,-98.790359,240.0,142105.26
HOUSE,Estado de México,19.468129,-99.04049,86.0,42807.63
HOUSE,Yucatán,21.0424858,-89.5568382,200.0,91315.79
HOUSE,Guerrero,16.758369,-99.768737,136.0,134715.79
HOUSE,Nuevo León,25.6315927,-100.1953926,90.0,43157.89
APARTMENT,Quintana Roo,21.15958774,-86.82220861,145.0,166315.79
APARTMENT,Guerrero,16.860338,-99.870399,250.0,100000.0
APARTMENT,Guerrero,16.86656582,-99.88082886,108.0,51578.95
APARTMENT,Jalisco,20.685983,-103.447155,64.0,77368.42
HOUSE,Yucatán,21.0751632,-89.5167298,252.0,103945.63
APARTMENT,Distrito Federal###,19.376822,-99.174675,114.0,233473.68
APARTMENT,Puebla,19.0303511,-98.3143192,102.0,97368.42
HOUSE,Distrito Federal,19.433274,-99.210758,304.0,231478.95
APARTMENT,Distrito Federal,19.394358,-99.177444,100.0,229400.0
,Yucatán,21.039522,-89.563911,146.0,76315.79
HOUSE,Morelos,18.8954874,-99.1732936,154.0,93684.21
HOUSE,Puebla,18.984862,-98.222234,289.0,226315.79
HOUSE,Yucatán,21.072905,-89.65963,90.0,63157.89
HOUSE,Morelos,18.813908,-99.201675,67.0,34210.53
HOUSE,Jalisco,20.424117,-103.29756,299.0,
HOUSE,Yucatán,21.0381057,-89.5933722,,105000.0
HOUSE,Estado de México,19.28283025,-99.56667352,267.0,157894.74
HOUSE,Chihuahua,28.6464221,-106.0860628,233.0,155263.16
APARTMENT,Estado de México,19.5652097,-99.2646998,87.0,97368.42
HOUSE,Estado de México,19.284855,-98.950752,80.0,69473.68
HOUSE,Nayarit,20.70506,-105.269812,101.0,65789.47
HOUSE,nan###,19.2753576,-99.1675547,370.0,-263157.89
APARTMENT,Veracruz de Ignacio de la Llave,19.137135,,110.0,57894.74
HOUSE,Jalisco,20.675995,-103.420837,220.0,213157.89
HOUSE,Tamaulipas,22.3151894,-97.8573594,318.0,47368.42
APARTMENT,Distrito Federal,19.436404,-99.173617,,90014.95
HOUSE,Quintana Roo,21.095711,-86.869343,,98368.42
HOUSE,Baja California,32.509445,-116.985857,104.0,78947.37
HOUSE,Jalisco,20.616705,-103.413612,105.0,
,Sinaloa,23.215713,-106.418182,315.0,252631.58
HOUSE,Yucatán,21.039522,-89.563911,277.0,147368.42
HOUSE,Yucatán,21.072905,-89.65963,240.0,122894.74
HOUSE,Yucatán,21.072905,-89.65963,201.0,75210.53
APARTMENT,Yucatán,21.015982,-89.705116,172.0,176315.79
APARTMENT,San Luis Potosí,22.12590752,-100.9865534,103.0,53684.21
HOUSE,Querétaro,,-100.394761,110.0,51578.95
APARTMENT,Jalisco,20.677448,-103.400405,135.0,236842.11
HOUSE,Veracruz de Ignacio de la Llave,20.9638852,-97.4124504,,44736.84
APARTMENT,Distrito Federal,19.4034054,-99.1825418,120.0,209311.05
HOUSE,Querétaro,20.3951106,-99.9856344,180.0,73684.21
HOUSE,Estado de México,19.536936,-99.22732,270.0,184210.53
APARTMENT,Distrito Federal,19.453142,,68.0,52631.58
HOUSE,Veracruz de Ignacio de la Llave,19.14966827,-96.12028599,150.0,71052.63
HOUSE,Distrito Federal,19.3434214,-99.1294848,280.0,314736.84
HOUSE,Hidalgo,20.099826,-98.772656,140.0,51842.11
HOUSE,Distrito Federal,19.473623,-99.124863,147.0,122419.26
APARTMENT,Querétaro,,-100.3729496,144.0,160263.16
HOUSE,Puebla,23.634501,-102.552788,173.0,139473.68
HOUSE,Querétaro,20.58787576,-100.446496,111.0,69684.21
,Colima,19.232695,-103.696887,189.0,63157.89
APARTMENT,Baja California,32.440475,-116.983772,70.0,36263.16
HOUSE,Veracruz de Ignacio de la Llave,19.513165,-96.898109,130.0,118421.05
HOUSE,Hidalgo,23.634501,-102.552784,140.0,78947.37
HOUSE,Chihuahua,,-106.0940375,350.0,
HOUSE,Sinaloa,24.770091,-107.444782,155.0,76315.79
HOUSE,Tamaulipas,,-98.325452,80.0,44736.84
HOUSE,Sonora,28.95479589,,206.0,86842.11
HOUSE,Nuevo León,25.626854,-100.188538,,78947.37
HOUSE,Querétaro,20.662301,-100.441093,11750.0,131578.95
APARTMENT,Quintana Roo,21.04980598,-86.85358784,178.0,205578.95
HOUSE,Chiapas,16.740425,-93.12841,170.0,94736.84
APARTMENT,Distrito Federal,19.395097,-99.150424,65.0,53102.79
APARTMENT,Morelos,18.960824,-99.268107,,57894.74
HOUSE,Querétaro,20.7037,-100.462857,220.0,168421.05
HOUSE,Chihuahua,28.64073,-106.109581,300.0,197368.42
APARTMENT,Distrito Federal,19.305233,-99.12269,75.0,47631.58
APARTMENT,Estado de México,19.379597,-99.293808,80.0,166863.16
HOUSE,Estado de México,19.26183971,-99.58393506,195.0,136842.11
APARTMENT,Distrito Federal,19.2753576,-99.1675547,,173421.05
HOUSE,Durango,25.553129,-103.510059,187.0,42105.26
APARTMENT,Morelos,18.93409,-99.254997,130.0,94736.84
,Distrito Federal,19.346687,-99.011513,115.0,89210.53
HOUSE,Guerrero,16.838398,-99.897744,113.0,97368.42
HOUSE,Estado de México,19.482168,-99.264038,140.0,34021.74
HOUSE,Sinaloa###,24.8427771,-107.3931108,117.0,47368.42
HOUSE,Quintana Roo,21.101317,-86.862888,182.0,134210.53
HOUSE,Quintana Roo,21.164147,-86.868479,330.0,197982.11
APARTMENT,,25.647146,-100.356804,100.0,200000.0
HOUSE,Nuevo León,25.64423457,-100.2966356,228.0,142105.26
HOUSE,Sonora,29.0904798,-110.9747137,298.0,184210.53
HOUSE,Baja California Sur,24.15963233,-110.3057599,96.0,65789.47
HOUSE,Jalisco,20.784784,,79.0,41052.63
HOUSE,Tamaulipas,22.2465535,-97.8721436,109.0,78947.37
HOUSE,Estado de México,19.569101,-99.303513,180.0,251578.95
HOUSE,Yucatán,21.039522,,214.0,???
HOUSE,Querétaro,20.555649,-100.38488,325.0,206315.79
APARTMENT,Distrito Federal,19.405298,-99.164986,74.0,
APARTMENT,Distrito Federal,19.258038,-99.161589,160.0,147368.42
,Morelos,18.823669,-99.227295,165.0,86842.11
APARTMENT,Distrito Federal,19.377171,-99.188503,75.0,106736.84
HOUSE,,21.017197,-89.574516,206.0,113710.53
HOUSE,Morelos,18.892714,-99.1996,90.0,57894.74
HOUSE,Estado de México,19.636706,-99.101569,250.0,131578.95
HOUSE,Yucatán,21.039522,,274.0,152368.42
HOUSE,Veracruz de Ignacio de la Llave,18.134026,-94.476112,235.0,165789.47
HOUSE,Yucatán,21.07671918,,155.0,67894.74
APARTMENT,Distrito Federal,19.401509,-99.154034,90.0,116403.58
HOUSE,Tabasco,18.072582,-93.165413,350.0,66315.79
HOUSE,Yucatán,21.072905,-89.65963,190.0,97368.42
HOUSE,Tamaulipas,,-97.875565,263.0,127368.42
HOUSE,San Luis Potosí,22.148722,-101.00119,190.0,115789.47
HOUSE,Baja California,32.494743,-117.016784,,51578.95
HOUSE,San Luis Potosí,22.18978923,-100.9525537,138.0,50000.0
HOUSE,Puebla,18.96295456,-98.27967882,222.0,151578.95
HOUSE,Morelos,18.8859084,-99.19064,110.0,86842.11
HOUSE,Chihuahua,28.643902,-106.130157,355.0,260526.32
APARTMENT,Distrito Federal###,19.347683,,135.0,236842.11
APARTMENT,Distrito Federal,19.375374,-99.137657,110.0,77894.74
HOUSE,Distrito Federal,19.52395,-99.152881,95.0,147631.58
HOUSE,Guerrero,16.757619,-99.767532,140.0,144736.84
HOUSE,Yucatán,21.075163,-89.516731,2024-12-01,91052.63
HOUSE,Puebla,19.02038,,380.0,205263.16
HOUSE,Aguascalientes,21.9243493,-102.2833909,140.0,35789.47
HOUSE,Quintana Roo,21.1351429,-86.837489,80.0,44736.84
APARTMENT,,19.39365,-99.14769,75.0,157489.47
HOUSE,Nuevo León,25.733049,-100.22847,200.0,69473.68
HOUSE,Baja California Sur,24.141701,-110.347267,2024-12-01,184210.53
HOUSE,Jalisco,20.579091,-103.430379,164.0,86842.11
HOUSE,Nuevo León,25.731798,-100.349091,180.0,74234.37
HOUSE,Estado de México,,-99.015656,122.0,139473.68
APARTMENT,Estado de México,19.401066,-99.277168,190.0,305263.16
HOUSE,Yucatán,21.00227,-89.5650908,131.0,69578.95
HOUSE,Quintana Roo,20.680066,-87.038345,208.0,176842.11
APARTMENT,Guerrero,16.86483064,-99.87526059,61.0,44736.84
HOUSE,Jalisco,20.760167,-103.379168,83.0,44736.84
HOUSE,Yucatán,21.02838037,-89.56463993,174.0,35526.32
HOUSE,Tlaxcala,19.341597,-98.215828,180.0,168421.05
HOUSE,Veracruz de Ignacio de la Llave,25.596904,-103.4203,118.0,44736.84
HOUSE,Chiapas,19.665554,-101.235738,115.0,77631.58
HOUSE,,19.650003,-99.220367,245.0,100000.0
HOUSE,Nuevo León,25.7708161,-100.4340179,100.0,60526.32
HOUSE,Tamaulipas,22.2331041,-97.861099,130.0,92105.26
HOUSE,Nuevo León,25.723276,-100.401518,278.0,240526.32
HOUSE,Puebla,19.044477,-98.328011,260.0,236842.11
HOUSE,Estado de México,19.562922,-99.254974,120.0,45789.47
APARTMENT,Nuevo León,25.580088,-100.239685,130.0,104210.53
HOUSE,Puebla,19.055344,-98.212046,2024-12-01,???
HOUSE,Morelos,23.634501,-102.552788,290.0,221052.63
APARTMENT,Distrito Federal,19.34189,-99.166374,80.0,97678.95
,Estado de México,19.404718,-99.263313,139.0,252631.58
HOUSE,Querétaro,20.675023,-100.457086,304.0,273684.21
HOUSE,Estado de México,19.532259,-99.23214,220.0,204000.0
HOUSE,Tamaulipas###,,-97.858559,193.0,-50000.0
HOUSE,Tamaulipas,22.29275303,-97.89062485,88.0,60526.32
HOUSE,Morelos,18.864874,-98.925911,130.0,86842.11
HOUSE,Querétaro###,20.726007,-100.442642,290.0,199473.68
HOUSE,Nayarit,20.7204378,-105.2706825,152.0,65789.47
HOUSE,,19.1368849,-96.1093008,130.0,57894.74
APARTMENT,Estado de México,19.291351,-99.668945,85.0,48000.0
APARTMENT,Morelos,18.9242095,-99.2215659,,39473.68
APARTMENT,Quintana Roo,21.152496,-86.869834,99.0,147368.42
HOUSE,Puebla,19.027103,-98.270025,,83157.89
HOUSE,Nuevo León,25.56551,-100.223213,350.0,223684.21
HOUSE,Morelos,18.813505,-98.953514,140.0,63157.89
HOUSE,Yucatán,,-89.563911,253.0,120263.16
HOUSE,Morelos,18.804409,-98.959038,230.0,65789.47
HOUSE,Nuevo León,25.584658,-100.257912,350.0,262631.58
HOUSE,Estado de México,19.225745,-99.567856,270.0,207894.74
HOUSE,Jalisco,20.763189,-103.389053,95.0,81578.95
HOUSE,,19.383512,-99.084804,115.0,94210.53
HOUSE,Jalisco,,-105.2267944,160.0,126315.79
APARTMENT,Distrito Federal,19.367025,-99.170349,85.0,165789.47
HOUSE,Querétaro,20.604974,-100.409786,110.0,52105.26
HOUSE,Aguascalientes,21.93248,-102.297005,,192105.26
HOUSE,San Luis Potosí,22.133745,-101.016029,126.0,113105.26
APARTMENT,Puebla,19.054064,,87.0,46973.68
HOUSE,Puebla###,19.0303511,-98.3143192,122.0,113684.21
HOUSE,Morelos,,-99.201675,300.0,???
APARTMENT,Distrito Federal,19.3418937,-99.2245237,145.0,244736.84
HOUSE,Veracruz de Ignacio de la Llave,20.963127,-97.385071,200.0,184210.53
HOUSE,Estado de México,19.550089,-99.214828,87.0,51000.0
,Tamaulipas,22.307415,-97.859846,61.0,33684.21
HOUSE,Morelos,18.8879389,-99.0247871,76.0,68421.05
HOUSE,Yucatán,21.030668,-89.599258,144.0,86789.47
APARTMENT,Veracruz de Ignacio de la Llave,19.10283721,-96.11123085,2024-12-01,92105.26
HOUSE,Distrito Federal,19.353592,-99.177275,360.0,230842.11
HOUSE,Yucatán,21.01144518,-89.57977295,222.0,113157.89
HOUSE,Estado de México,19.263756,-99.540924,134.0,92105.26
HOUSE,,19.415097,-98.918523,85.0,49473.68
HOUSE,Distrito Federal,,-99.08649,280.0,141052.63
HOUSE,,19.125807,-96.104954,251.0,139473.68
HOUSE,Distrito Federal,,-99.104118,167.0,236842.11
HOUSE,Baja California,32.469454,-117.003688,93.0,89421.05
HOUSE,,19.5224961,-99.255074,230.0,
HOUSE,Yucatán,21.039522,-89.563911,181.0,97894.74
HOUSE,Quintana Roo,20.6295586,-87.0738851,143.0,127894.74
HOUSE,Veracruz de Ignacio de la Llave,19.17078,,380.0,236842.11
HOUSE,Chiapas,16.756552,,326.0,192217.47
HOUSE,Querétaro,20.5745579,-100.4129676,160.0,194736.84
HOUSE,Jalisco,20.62192,-103.259237,250.0,110526.32
APARTMENT,Yucatán,21.06334852,-89.61303592,60.0,46789.47
HOUSE,Nuevo León,25.749624,,172.0,121052.63
HOUSE,Puebla,19.036623,-98.190544,204.0,78947.37
HOUSE,Distrito Federal,19.358008,-99.127094,95.0,101157.89
,Chiapas,19.701565,-101.270798,250.0,63157.89
APARTMENT,Distrito Federal,19.415143,-99.14685,70.0,36421.05
HOUSE,Veracruz de Ignacio de la Llave,18.1479784,-94.4626507,157.0,121052.63
APARTMENT,Guerrero,16.794599,-99.83012,230.0,207894.74
