property_type,place_with_parent_names,lat-lon,area_m2,price_usd,lat,lon
other,|México|Puebla|,"18.985191,-98.186447",148.0,105372.96,18.985191,-98.186447
apartment,|México|,"20.67603,-103.425418",125.0,157479.9,20.67603,-103.425418
apartment,|México|Guerrero|,"16.87630091,-99.88293272",88.0,39260.73,16.87630091,-99.88293272
house,|México|Nayarit|,"21.525436,-104.923553",115.0,47429.08,21.525436,-104.923553
apartment,|México|Chiapas|,"16.748743,-93.066491",73.0,43202.91,16.748743,-93.066491
apartment,|México|Distrito Federal|,"19.432657,-99.177444",150.0,135085.08,19.432657,-99.177444
house,|México|Querétaro|,"20.618279,-100.346985",160.0,99601.06,20.618279,-100.346985
house,|México|Estado de México|,"19.72876,-99.461708",236.0,237145.4,19.72876,-99.461708
house,|México|Veracruz de Ignacio de la Llave|,"25.51506,-103.413092",230.0,44783.51,25.51506,-103.413092
house,|México|Querétaro|,"20.419854,-99.998039",89.0,40568.59,20.419854,-99.998039
house,|México|Morelos|,"18.804197,-98.932816",117.0,65858.1,18.804197,-98.932816
apartment,|México|San Luis Potosí|,"22.133104,-100.982117",100.0,53740.21,22.133104,-100.982117
apartment,|México|Distrito Federal|,"19.400249,-99.177444",150.0,273969.71,19.400249,-99.177444
house,|México|Yucatán|,"21.03071,-89.618103",382.0,223970.65,21.03071,-89.618103
house,|México|Jalisco|,"20.649154,-105.202538",90.0,33719.34,20.649154,-105.202538
house,|México|Baja California|,"32.426032,-117.033916",140.0,62570.46,32.426032,-117.033916
other,|México|,,252.0,66933.76,26.058614,
house,|México|Veracruz de Ignacio de la Llave|,"25.599048,-103.412397",189.0,64277.51,25.599048,-103.412397
house,|México|Baja California Sur|,"24.129181,-110.31971",110.0,68492.42,24.129181,-110.31971
house,|México|Tamaulipas|,"22.238298,-97.841892",200.0,110641.61,22.238298,-97.841892
house,|México|Puebla|,,110.0,100735.92,,
other,|México|Distrito Federal|,"19.451872,-99.173522",70.0,66911.83,19.451872,-99.173522
house,|México|Estado de México|,"19.253367,-99.606303",260.0,,19.253367,-99.606303
house,|México|Sonora|,"29.0287123,-110.97103",200.0,47417.83,29.0287123,-110.97103
apartment,|México|Distrito Federal|,"19.45569471,-99.16357613",76.0,121355.2,19.45569471,-99.16357613
other,|México|Jalisco|,"20.7670434,-103.3941011",195.0,135931.12,20.7670434,-103.3941011
apartment,|México|Distrito Federal|,"19.336195,-99.23692",100.0,74920.17,19.336195,-99.23692
house,|México|San Luis Potosí|,"22.1564699,-100.9855409",110.0,39524.23,22.1564699,-100.9855409
house,|México|Yucatán|,"21.0634817,-89.6110378",296.0,137017.34,21.0634817,-89.6110378
house,|México|Yucatán|,"21.135925,-89.6446768",200.0,79029.72,21.135925,-89.6446768
house,|México|Querétaro|,,80.0,51632.75,,-100.407691
other,|México|Morelos|,"18.954132,-99.266083",210.0,86932.69,18.954132,-99.266083
house,|México|Quintana Roo|,"21.152508,-86.850891",180.0,,21.152508,-86.850891
house,|México|Morelos|,,112.0,86953.31,18.882725,
house,|México|Tabasco|,,60.0,34246.21,,-92.923836
house,|México|Chiapas|,,148.0,84298.37,,-93.089951
house,|México|Nuevo León|,"25.764894,-100.264221",160.0,65858.1,25.764894,-100.264221
apartment,|México|Querétaro|,"20.60782,-100.366721",110.0,131716.2,20.60782,-100.366721
house,|México|Distrito Federal|,"19.469688,-99.085456",248.0,176541.57,19.469688,-99.085456
apartment,|México|Distrito Federal|,"19.27112369,-99.20883894",72.0,40645.77,19.27112369,-99.20883894
apartment,|México|Jalisco|,"20.723133,-103.418115",84.0,178080.31,20.723133,-103.418115
house,|México|Chiapas|,,250.0,,16.76764,
house,|México|Yucatán|,"20.9673702,-89.5925857",290.0,123315.6,20.9673702,-89.5925857
other,|México|Yucatán|,"21.017197,-89.574516",158.0,102763.0,21.017197,-89.574516
house,|México|Morelos|,,320.0,173906.62,18.862602,
house,|México|Veracruz de Ignacio de la Llave|,"19.123617,-96.113161",220.0,99577.45,19.123617,-96.113161
house,|México|Distrito Federal|,"19.355938,-99.129918",200.0,315618.38,19.355938,-99.129918
house,|México|Baja California Sur|,"19.35913,-98.983431",9450.0,62696.91,19.35913,-98.983431
house,|México|Yucatán|,"20.989016,-89.632225",,131747.44,20.989016,-89.632225
house,|México|Veracruz de Ignacio de la Llave|,"25.453195,-100.935486",203.0,94818.28,25.453195,-100.935486
house,|México|Yucatán|,"20.938659,-89.615316",173.0,50052.15,20.938659,-89.615316
other,|México|Tamaulipas|,,263.0,176541.57,,-97.849037
house,|México|Chiapas|,"16.78141,-93.096451",87.0,51381.5,16.78141,-93.096451
house,|México|Chiapas|,"19.691938,-101.176615",220.0,155425.12,19.691938,-101.176615
house,|México|Estado de México|,"19.64079,-99.098691",105.0,68492.42,19.64079,-99.098691
apartment,|México|Puebla|,"19.011347,-98.246264",139.0,179134.04,19.011347,-98.246264
house,|México|Jalisco|,"20.647029,-103.454953",122.0,77975.99,20.647029,-103.454953
house,|México|Morelos|,"18.905066,-99.224869",120.0,121178.91,18.905066,-99.224869
other,|México|Veracruz de Ignacio de la Llave|,"19.06681288,-96.07347608",271.0,173865.39,19.06681288,-96.07347608
house,|México|Querétaro|,"20.705742,-100.444016",350.0,,20.705742,-100.444016
house,|México|Estado de México|,"19.54323,-99.222374",181.0,154950.94,19.54323,-99.222374
house,|México|Sinaloa|,"24.8090649,-107.3940117",212.0,112222.21,24.8090649,-107.3940117
house,|México|Tamaulipas###|,"25.872879,-97.509221",287.0,,25.872879,-97.509221
house,|México|Distrito Federal|,"19.373264,-99.104161",20241201.0,135430.6,19.373264,-99.104161
apartment,|México|Distrito Federal|,"19.383952,-99.160229",100.0,174140.42,19.383952,-99.160229
house,|México|Chiapas|,"16.757278,-93.134056",298.0,181084.17,16.757278,-93.134056
house,|México|,"22.320061,-97.86808",67.0,35835.3,22.320061,-97.86808
house,|México|Guanajuato###|,"20.58343642,-101.1981905",180.0,,20.58343642,-101.1981905
apartment,|México|Distrito Federal|,"19.396018,-99.147827",80.0,183989.52,19.396018,-99.147827
house,|México|Chiapas|,"19.646418,-101.238213",153.0,97469.99,19.646418,-101.238213
house,|México|Estado de México|,,60.0,34254.33,,-99.2907617
house,|México|Querétaro|,"20.631845,-100.390495",315.0,237089.17,20.631845,-100.390495
house,|México|Baja California Sur|,"24.083153,-110.303329",65.0,33358.45,24.083153,-110.303329
house,|México|Veracruz de Ignacio de la Llave|,"19.144342,-96.139002",140.0,68492.42,19.144342,-96.139002
house,|México|Estado de México|,"19.272027,-99.553293",107.0,,19.272027,-99.553293
house,|México|Hidalgo|,"20.1010608,-98.7591311",320.0,192305.66,20.1010608,-98.7591311
house,|México|Veracruz de Ignacio de la Llave|,"18.1495449,-94.5140773",104.0,57955.13,18.1495449,-94.5140773
other,|México|Distrito Federal|,"19.333901,-99.240356",85.0,179134.04,19.333901,-99.240356
apartment,|México|Distrito Federal|,"19.390031,-99.174182",108.0,209692.2,19.390031,-99.174182
house,|México|Nuevo León|,"25.781807,-100.187794",155.0,65858.1,25.781807,-100.187794
house,|México|Querétaro|,"20.7012562,-100.4654217",295.0,187081.37,20.7012562,-100.4654217
apartment,|México|Distrito Federal|,"19.365834,-99.263505",126.0,180187.77,19.365834,-99.263505
house,|México|Yucatán|,"20.9637793,-89.6612548",249.0,44783.51,20.9637793,-89.6612548
apartment,|México|Estado de México|,"19.404701,-99.292419",300.0,284047.49,19.404701,-99.292419
other,|México|Veracruz de Ignacio de la Llave|,"18.879525,-96.921847",123.0,55320.8,18.879525,-96.921847
house,|México|Puebla|,"18.978682,-98.250015",162.0,88513.29,18.978682,-98.250015
house,|México|Querétaro|,"20.6205869,-100.388042",322.0,209955.63,20.6205869,-100.388042
apartment,|México|Nuevo León|,"25.654263,-100.297874",114.0,55333.92,25.654263,-100.297874
house,|México|Estado de México|,"19.180459,-99.590174",175.0,134382.39,19.180459,-99.590174
apartment,|México|,,88.0,43213.16,,-104.613602
apartment,|México|Distrito Federal|,"19.474655,-99.189277",60.0,40041.72,19.474655,-99.189277
apartment,|México|Querétaro|,"20.65449,-100.384446",160.0,,20.65449,-100.384446
house,|México|Veracruz de Ignacio de la Llave|,"25.569556,-103.383702",244.0,101158.04,25.569556,-103.383702
house,|México|Morelos|,"18.813505,-98.953514",66.0,34246.21,18.813505,-98.953514
house,|México|Quintana Roo|,"21.118165,-86.880921",189.0,118544.58,21.118165,-86.880921
apartment,|México|Tabasco|,"17.972448,-92.960579",104.0,,17.972448,-92.960579
house,|México|Veracruz de Ignacio de la Llave|,"19.165146,-96.160652",220.0,139619.18,19.165146,-96.160652
apartment,|México|Distrito Federal|,"19.3499358,-99.2906864",78.0,147557.13,19.3499358,-99.2906864
apartment,|México|Estado de México###|,"19.402713,-99.27547",130.0,,19.402713,-99.27547
house,|México|Morelos|,"18.948109,-99.26886",200.0,155461.98,18.948109,-99.26886
house,|México|Querétaro|,,334.0,279238.36,,-100.3898881
apartment,|México|Distrito Federal|,"19.406592,-99.155442",90.0,224660.17,19.406592,-99.155442
house,|México|Nuevo León|,"25.677525,-100.258614",257.0,115937.75,25.677525,-100.258614
house,|México|Distrito Federal|,"19.318989,-99.094437",100.0,98523.72,19.318989,-99.094437
house,|México|,"20.712143,-100.454275",230.0,152790.8,20.712143,-100.454275
house,|México|Yucatán|,"21.01429,-89.605148",280.0,144922.18,21.01429,-89.605148
house,|México|Veracruz de Ignacio de la Llave|,"19.532306,-96.897717",100.0,,19.532306,-96.897717
house,|México|Veracruz de Ignacio de la Llave|,"19.173773,-96.1342241",160.0,52686.48,19.173773,-96.1342241
house,|México|Veracruz de Ignacio de la Llave|,"19.139896,-96.109911",163.0,68492.42,19.139896,-96.109911
house,|México|Baja California###|,"32.665619,-115.433372",134.0,133442.74,32.665619,-115.433372
house,|México|Tamaulipas|,"22.270658,-97.849037",93.0,65873.72,22.270658,-97.849037
house,|México|Yucatán###|,"21.021821,-89.634346",235.0,,21.021821,-89.634346
apartment,|México|Querétaro|,"20.5887932,-100.3898881",178.0,316118.9,20.5887932,-100.3898881
house,|México|Veracruz de Ignacio de la Llave|,"19.142568,-96.125389",214.0,,19.142568,-96.125389
house,|México|Morelos|,,333.0,156742.28,,-99.288261
house,|México|Morelos|,"18.813505,-98.953514",90.0,52686.48,18.813505,-98.953514
house,|México|Sonora|,"27.492618,-109.960496",270.0,,27.492618,-109.960496
house,|México|Quintana Roo|,"20.65593,-87.05368",210.0,225024.63,20.65593,-87.05368
house,|México|Baja California Sur|,"24.143626,-110.336274",,226551.88,24.143626,-110.336274
other,|México|Guerrero|,"16.841759,-99.847374",97.0,67981.68,16.841759,-99.847374
apartment,|México|Veracruz de Ignacio de la Llave|,"19.125867,-96.106026",189.0,279238.36,19.125867,-96.106026
house,|México|Chihuahua|,"23.634501,-102.552788",200.0,42149.18,23.634501,-102.552788
house,|México|Jalisco|,"20.6081525,-103.3946675",20241201.0,43993.21,20.6081525,-103.3946675
apartment,|México|Yucatán|,,200.0,139619.18,,-89.607506
house,|México|Morelos|,"18.927336,-99.213448",145.0,121178.91,18.927336,-99.213448
house,|México|Veracruz de Ignacio de la Llave|,,172.0,90589.54,25.439677,
apartment,|México|Distrito Federal|,"19.472481,-99.182374",75.0,80635.87,19.472481,-99.182374
house,|México|Estado de México|,"19.514382,-99.258682",150.0,77325.47,19.514382,-99.258682
house,|México|Distrito Federal|,"19.325355,-99.232561",136.0,,19.325355,-99.232561
house,|México|,"21.072905,-89.65963",250.0,110641.61,21.072905,-89.65963
house,|México|San Luis Potosí|,"22.14691,-101.038651",245.0,144922.18,22.14691,-101.038651
house,|México|Morelos|,"18.879347,-99.179871",184.0,136984.85,18.879347,-99.179871
house,|México|Tabasco|,"18.03410232,-92.98419938",161.0,125950.55,18.03410232,-92.98419938
house,|México|,"23.634501,-102.552788",338.0,147522.15,23.634501,-102.552788
house,|México|Puebla|,"18.921051,-98.417053",116.0,91463.73,18.921051,-98.417053
house,|México|Puebla|,"19.014643,-98.170731",140.0,89588.26,19.014643,-98.170731
house,|México|Morelos|,"18.858107,-99.200287",78.0,34246.21,18.858107,-99.200287
house,|México|Morelos|,"18.945309,-99.22372",380.0,263432.41,18.945309,-99.22372
house,|México|Yucatán|,"21.0381057,-89.5933722",213.0,118572.7,21.0381057,-89.5933722
apartment,|México|Distrito Federal|,,70.0,50064.02,,-99.189277
house,|México|Yucatán|,,200.0,,,-89.65963
house,|México|Veracruz de Ignacio de la Llave|,"25.531834,-103.315276",150.0,41105.2,25.531834,-103.315276
apartment,|México|Nuevo León|,"25.651072,-100.342773",92.0,208160.96,25.651072,-100.342773
house,|México|Estado de México|,"19.499864,-99.050138",,100104.31,19.499864,-99.050138
house,|México|Estado de México|,"19.555771,-99.248612",200.0,94256.11,19.555771,-99.248612
house,|México|San Luis Potosí|,"22.157743,-100.94397",225.0,75078.23,22.157743,-100.94397
house,|México|Nuevo León|,"25.6769684,-100.4508956",107.0,50052.15,25.6769684,-100.4508956
house,|México|San Luis Potosí|,,160.0,109587.88,22.14700093,
house,|México|Guerrero|,"16.85678,-99.853204",280.0,200208.63,16.85678,-99.853204
apartment,|México|Estado de México|,"19.424913,-99.271629",69.0,57422.47,19.424913,-99.271629
house,|México|Estado de México|,"19.54966748,-99.01653931",90.0,50052.15,19.54966748,-99.01653931
house,|México|Guerrero|,"16.867283,-99.867119",150.0,139619.18,16.867283,-99.867119
house,|México|Morelos|,"18.811808,-98.94649",5000.0,47417.83,18.811808,-98.94649
apartment,|México|Distrito Federal|,,80.0,39946.36,,-99.128797
apartment,|México|Yucatán|,"21.017197,-89.574516",66.0,,21.017197,-89.574516
house,|México|Hidalgo|,"20.06499132,-98.76800179",100.0,57955.13,20.06499132,-98.76800179
house,|México|Tamaulipas|,"22.266645,-97.870796",296.0,210745.93,22.266645,-97.870796
house,|México|,,170.0,131716.2,,-99.482277
apartment,|México|Yucatán|,"21.3421022,-89.2624626",202.0,210743.21,21.3421022,-89.2624626
house,|México|Puebla|,"19.044477,-98.328011",235.0,168636.73,19.044477,-98.328011
house,|México|Chihuahua###|,"28.6556674,-106.0711926",,68205.43,28.6556674,-106.0711926
house,|México|Distrito Federal|,"19.2826778,-99.2090757",161.0,,19.2826778,-99.2090757
apartment,|México|,,70.0,51393.55,19.48888,
house,|México|Chiapas|,"16.732222,-93.135307",240.0,,16.732222,-93.135307
house,|México|Veracruz de Ignacio de la Llave|,"23.634501,-102.552788",205.0,78766.29,23.634501,-102.552788
house,|México|Yucatán|,"21.0381057,-89.5933722",165.0,100075.35,21.0381057,-89.5933722
apartment,|México|Guerrero|,"16.801018,-99.824979",98.0,99577.45,16.801018,-99.824979
house,|México|Estado de México|,"19.6850991,-99.2113669",62.0,37943.26,19.6850991,-99.2113669
house,|México|Morelos|,"18.9212022,-99.1739857",125.0,62184.79,18.9212022,-99.1739857
house,|México|Yucatán|,"21.030668,-89.599258",320.0,189663.62,21.030668,-89.599258
apartment,|México|Puebla|,"18.96785528,-98.28487086",127.0,176979.24,18.96785528,-98.28487086
house,|México|Nuevo León|,"25.723516,-100.393311",365.0,242415.29,25.723516,-100.393311
house,|México|Yucatán|,"21.0151423,-89.6551671",180.0,68245.17,21.0151423,-89.6551671
apartment,|México|Quintana Roo|,"21.13593739,-86.76753902",84.0,84318.36,21.13593739,-86.76753902
house,|México|Morelos|,"18.891859,-99.187134",320.0,210795.91,18.891859,-99.187134
apartment,|México|Sinaloa|,,20241201.0,40568.59,23.261248,
apartment,|México|Distrito Federal###|,,62.0,84318.36,,-99.148384
other,|México|Distrito Federal|,"19.426528,-99.196279",60.0,218648.9,19.426528,-99.196279
apartment,|México|Estado de México|,"19.369319,-99.293444",150.0,128098.38,19.369319,-99.293444
apartment,|México|,,73.0,43202.91,,-93.152699
apartment,|México|Distrito Federal|,"19.434723,-99.175887",80.0,131768.89,19.434723,-99.175887
apartment,|México|Distrito Federal###|,"19.449392,-99.138544",65.0,,19.449392,-99.138544
house,|México|Estado de México|,"19.55134,-99.233528",260.0,316118.9,19.55134,-99.233528
house,|México|Querétaro|,"20.607178,-100.335754",104.0,77975.99,20.607178,-100.335754
house,|México|San Luis Potosí|,"22.16483221,-100.976522",125.0,51644.99,22.16483221,-100.976522
house,|México|San Luis Potosí|,"22.16644588,-100.9547921",140.0,51644.99,22.16644588,-100.9547921
house,|México|Chiapas|,"16.771928,-93.105578",200.0,110667.85,16.771928,-93.105578
house,|México|Tamaulipas|,"22.246319,-97.86264",163.0,113302.8,22.246319,-97.86264
other,|México|Distrito Federal|,"19.365175,-99.230064",270.0,150683.34,19.365175,-99.230064
apartment,|México|Estado de México|,"19.379597,-99.293808",155.0,236091.42,19.379597,-99.293808
house,|México|Tlaxcala|,"19.312792,-98.216515",159.0,79029.72,19.312792,-98.216515
house,|México|Querétaro|,"23.634501,-102.552788",145.0,72707.34,23.634501,-102.552788
house,|México|Yucatán|,"21.039522,-89.563911",186.0,99577.45,21.039522,-89.563911
house,|México|San Luis Potosí|,"22.175159,-100.979996",188.0,72197.6,22.175159,-100.979996
house,|México|Puebla|,"19.11055714,-98.28005165",120.0,65858.1,19.11055714,-98.28005165
house,|México|Estado de México|,"19.64443,-99.098587",75.0,37943.26,19.64443,-99.098587
other,|México|Veracruz de Ignacio de la Llave|,"25.502705,-103.408554",190.0,42969.88,25.502705,-103.408554
house,|México|,"25.461545,-100.883958",,124340.1,25.461545,-100.883958
apartment,|México|Distrito Federal|,"19.478815,-99.196831",64.0,76395.4,19.478815,-99.196831
house,|México|Querétaro|,"20.611304,-100.386343",360.0,268701.06,20.611304,-100.386343
other,|México|Veracruz de Ignacio de la Llave|,"19.178049,-96.128845",160.0,84298.37,19.178049,-96.128845
house,|México|Veracruz de Ignacio de la Llave|,"20.955351,-97.404341",150.0,,20.955351,-97.404341
house,|México|Sonora|,"29.07683,-110.9871743",309.0,189716.32,29.07683,-110.9871743
apartment,|México|Guerrero|,,178.0,237145.4,23.634501,
house,|México|Yucatán|,"21.039522,-89.563911",215.0,98656.43,21.039522,-89.563911
house,|México|Nuevo León|,"25.74317303,-100.3723396",138.0,53225.96,25.74317303,-100.3723396
apartment,|México|Morelos|,"18.97019398,-99.24238533",117.0,123813.23,18.97019398,-99.24238533
house,|México|Aguascalientes|,"21.88930425,-102.2563045",198.0,41105.2,21.88930425,-102.2563045
apartment,|México|Distrito Federal|,"19.298168,-99.113106",83.0,177695.7,19.298168,-99.113106
house,|México|Chiapas|,"16.734992,-93.102641",121.0,83771.5,16.734992,-93.102641
house,|México|Nuevo León|,"25.701321,-100.457924",164.0,47417.83,25.701321,-100.457924
house,|México|Aguascalientes|,"21.88585,-102.294085",185.0,,21.88585,-102.294085
other,|México|,"20.618633,-103.387465",150.0,73761.07,20.618633,-103.387465
house,|México|Nuevo León|,"25.67382016,-100.3135947",120.0,79048.46,25.67382016,-100.3135947
house,|México|Morelos|,"18.942068,-99.242531",200.0,184446.42,18.942068,-99.242531
house,|México|Querétaro|,"20.700323,-100.472563",269.0,147522.15,20.700323,-100.472563
other,|México|Veracruz de Ignacio de la Llave|,"25.558393,-103.385429",113.0,44941.57,25.558393,-103.385429
house,|México|,"25.580088,-100.239685",,201310.09,25.580088,-100.239685
house,|México|,"23.283125,-106.406723",192.0,47417.83,23.283125,-106.406723
house,|México|Chiapas|,"16.752182,-93.088427",184.0,79029.72,16.752182,-93.088427
apartment,|México|Distrito Federal|,"19.3880398,-99.1695793",100.0,113302.8,19.3880398,-99.1695793
house,|México|San Luis Potosí|,"22.14691,-101.038651",,81664.04,22.14691,-101.038651
other,|México|Morelos|,"18.936026,-99.216217",286.0,209692.2,18.936026,-99.216217
other,|México|Distrito Federal|,"19.328833,-99.133163",140.0,,19.328833,-99.133163
house,|México|Distrito Federal|,"19.455385,-99.209835",216.0,84318.36,19.455385,-99.209835
house,|México|Puebla|,"19.071239,-98.273949",240.0,126447.56,19.071239,-98.273949
house,|México|Estado de México|,"19.501955,-99.226952",196.0,226551.88,19.501955,-99.226952
house,|México|Morelos|,"18.866121,-99.231445",180.0,147522.15,18.866121,-99.231445
house,|México|Querétaro|,"20.726007,-100.442642",330.0,194986.21,20.726007,-100.442642
house,|México|Yucatán|,"21.075163,-89.516731",192.0,92542.77,21.075163,-89.516731
house,|México|Tlaxcala|,"19.435802,-98.10286",135.0,41095.45,19.435802,-98.10286
house,|México|Yucatán|,"20.9731555,-89.6229189",250.0,84318.36,20.9731555,-89.6229189
house,|México|Estado de México|,"19.159458,-99.565956",79.0,37943.26,19.159458,-99.565956
other,|México|Puebla|,,109.0,36889.28,,-98.2061996
house,|México|Sinaloa|,,146.0,64804.37,24.817956,
apartment,|México|Sinaloa|,"23.299184,-106.481557",230.0,269754.79,23.299184,-106.481557
apartment,|México|Distrito Federal|,"19.36243,-99.176957",70.0,40568.59,19.36243,-99.176957
apartment,|México|Distrito Federal|,"19.390062,-99.192293",64.0,94858.16,19.390062,-99.192293
house,|México|Nuevo León|,"25.7581963,-100.2665026",135.0,79029.72,25.7581963,-100.2665026
house,|México|Querétaro|,,112.0,90620.75,20.556261,
house,|México|Chiapas|,"16.744808,-93.179222",350.0,147557.13,16.744808,-93.179222
house,|México|Yucatán|,"21.02594686,-89.58423615",264.0,149928.59,21.02594686,-89.58423615
apartment,|México|Quintana Roo|,"21.15007472,-86.83164597",165.0,121178.91,21.15007472,-86.83164597
house,|México|Chiapas|,"16.734121,-92.626991",100.0,84298.37,16.734121,-92.626991
house,|México|Querétaro|,"20.705742,-100.444016",223.0,137017.34,20.705742,-100.444016
apartment,|México|Distrito Federal|,"19.400731,-99.125466",80.0,68070.93,19.400731,-99.125466
apartment,|México|Distrito Federal|,"19.33923,-99.218987",83.0,,19.33923,-99.218987
apartment,|México|Distrito Federal|,"19.365383,-99.16507",81.0,161826.53,19.365383,-99.16507
house,|México|Yucatán|,"21.030668,-89.599258",350.0,221283.23,21.030668,-89.599258
house,|México|Morelos|,"18.864874,-98.925911",60.0,34246.21,18.864874,-98.925911
apartment,|México|Distrito Federal|,"19.463009,-99.131106",81.0,102738.64,19.463009,-99.131106
house,|México|Yucatán|,"21.30856674,-89.53033447",380.0,210795.91,21.30856674,-89.53033447
other,|México|Distrito Federal|,"19.33427,-99.083374",100.0,68492.42,19.33427,-99.083374
apartment,|México|Distrito Federal|,"19.499434,-99.111916",85.0,112402.96,19.499434,-99.111916
apartment,|México|Distrito Federal|,"19.380937,-99.179545",98.0,,19.380937,-99.179545
house,|México|Yucatán|,"21.006866,-89.618103",305.0,168596.74,21.006866,-89.618103
house,|México|,"19.109777,-96.106922",240.0,168596.74,19.109777,-96.106922
house,|México|Baja California|,"32.459403,-116.880827",114.0,73761.07,32.459403,-116.880827
house,|México|Puebla|,"19.101185,-98.357062",90.0,,19.101185,-98.357062
house,|México|Querétaro|,"20.394361,-99.973053",354.0,115910.26,20.394361,-99.973053
house,|México|Yucatán|,"21.065001,-89.6239875",155.0,71143.62,21.065001,-89.6239875
house,|México|Querétaro|,"20.646841,-100.376117",86.0,45310.37,20.646841,-100.376117
house,|México|Morelos|,"18.897581,-99.07093",306.0,208160.96,18.897581,-99.07093
house,|México|Yucatán|,"21.072905,-89.65963",171.0,94278.47,21.072905,-89.65963
house,|México|Morelos|,"18.917542,-98.963181",182.0,97469.99,18.917542,-98.963181
house,|México|Veracruz de Ignacio de la Llave|,"20.948336,-97.362764",5000.0,54267.07,20.948336,-97.362764
apartment,|México|Distrito Federal###|,"19.396018,-99.147827",70.0,183989.47,19.396018,-99.147827
house,|México|Puebla|,"19.051815,-98.277669",198.0,115910.26,19.051815,-98.277669
apartment,|México|Distrito Federal|,"19.309208,-99.171906",70.0,77572.89,19.309208,-99.171906
house,|México|Yucatán|,"21.0506531,-89.5588406",334.0,137017.34,21.0506531,-89.5588406
house,|México|Yucatán|,"21.34379622,-89.26205993",130.0,110404.35,21.34379622,-89.26205993
house,|México|Querétaro|,,106.0,56637.97,20.587378,
apartment,|México|Nuevo León|,"25.721081,-100.345581",72.0,68421.05,25.721081,-100.345581
house,|México|Morelos|,"23.634501,-102.552788",360.0,278947.37,23.634501,-102.552788
apartment,|México|Estado de México|,"19.2720402,-99.572013",85.0,65789.47,19.2720402,-99.572013
house,|México|San Luis Potosí###|,"22.13888212,-100.9965101",158.0,111578.95,22.13888212,-100.9965101
apartment,|México|Distrito Federal|,"19.394558,-99.129707",65.0,39904.74,19.394558,-99.129707
house,|México|Veracruz de Ignacio de la Llave|,"19.1680666,-96.160663",100.0,35263.16,19.1680666,-96.160663
apartment,|México|Distrito Federal|,"19.3261963,-99.14058611",74.0,157368.42,19.3261963,-99.14058611
house,|México|Yucatán|,"21.0552216,-89.6583682",220.0,112473.68,21.0552216,-89.6583682
house,|México|Chihuahua|,"28.691416,-106.13604",236.0,110526.32,28.691416,-106.13604
apartment,|México|Jalisco|,"20.641428,-103.417295",85.0,88947.37,20.641428,-103.417295
house,|México|San Luis Potosí|,"22.126078,-100.944672",131.0,55000.0,22.126078,-100.944672
house,|México|Puebla|,"19.03642362,-98.19941841",337.0,163157.89,19.03642362,-98.19941841
apartment,|México|Distrito Federal|,"19.367239,-99.186126",92.0,,19.367239,-99.186126
apartment,|México|Guerrero|,"16.851935,-99.844955",195.0,105263.16,16.851935,-99.844955
house,|México|Veracruz de Ignacio de la Llave|,"19.153019,-96.12487",207.0,144736.84,19.153019,-96.12487
house,|México|Nuevo León|,"25.75013289,-100.2701137",280.0,104736.84,25.75013289,-100.2701137
apartment,|México|Estado de México|,"19.536253,-99.240456",99.0,65789.47,19.536253,-99.240456
house,|México|Chiapas|,"19.673779,-101.187927",210.0,136842.11,19.673779,-101.187927
house,|México|Baja California|,"32.4690603,-116.8196303",111.0,71911.21,32.4690603,-116.8196303
house,|México|Yucatán###|,"21.030771,-89.646347",150.0,63157.89,21.030771,-89.646347
house,|México|Chiapas|,"16.717077,-93.162903",170.0,94736.84,16.717077,-93.162903
house,|México|Morelos|,"18.813908,-99.201675",86.0,52631.58,18.813908,-99.201675
apartment,|México|Distrito Federal|,"19.473001,-99.087491",79.0,35841.58,19.473001,-99.087491
house,|México|Yucatán|,,,97368.42,21.072905,
house,|México|Querétaro|,"20.618279,-100.346985",237.0,157894.74,20.618279,-100.346985
house,|México|Yucatán|,,300.0,115263.16,21.075163,
house,|México|Guerrero|,"16.86597275,-99.87171739",300.0,131578.95,16.86597275,-99.87171739
house,|México|Veracruz de Ignacio de la Llave###|,"25.582705,-103.376805",232.0,81578.95,25.582705,-103.376805
house,|México|Yucatán|,"21.017197,-89.574516",220.0,92105.26,21.017197,-89.574516
house,|México|Hidalgo|,"20.036614,-98.77615",295.0,94736.84,20.036614,-98.77615
house,|México|,,240.0,99473.68,21.0399331,
house,|México|Morelos###|,"18.893921,-99.221429",160.0,150000.0,18.893921,-99.221429
house,|México|Veracruz de Ignacio de la Llave|,"25.545829,-103.38708",115.0,57894.74,25.545829,-103.38708
house,|México|Quintana Roo|,"21.139086,-86.84964",,118421.05,21.139086,-86.84964
house,|México|Chiapas###|,"19.681248,-101.209167",,,19.681248,-101.209167
apartment,|México|Distrito Federal|,"19.271467,-99.146309",,130842.11,19.271467,-99.146309
house,|México|Chiapas|,"19.724886,-101.118018",120.0,73684.21,19.724886,-101.118018
house,|México|Estado de México|,"19.420156,-99.249458",378.0,321052.63,19.420156,-99.249458
house,|México|Guanajuato|,"20.684505,-101.406695",280.0,189473.68,20.684505,-101.406695
house,|México|Puebla|,"18.984862,-98.222234",299.0,231578.95,18.984862,-98.222234
other,|México|Distrito Federal|,"19.289286,-99.158066",,124210.53,19.289286,-99.158066
other,|México|San Luis Potosí|,"22.150696,-101.010025",172.0,81052.63,22.150696,-101.010025
