property_type,place_with_parent_names,lat-lon,area_m2,price_usd,lat,lon
apartment,|México|Distrito Federal|,"19.444924,-99.139843",60.0,46280.68,19.444924,-99.139843
house,|México|Tabasco|,"18.017324,-92.899362",98.0,36842.11,18.017324,-92.899362
house,|México|Puebla|,"19.014643,-98.170731",286.0,260526.32,19.014643,-98.170731
house,|México|,"22.258686,-97.851753",163.0,105263.16,22.258686,-97.851753
house,|México|Distrito Federal|,"19.378482,-99.220795",100.0,201061.21,19.378482,-99.220795
house,|México|Morelos|,"18.93409,-99.254997",240.0,178947.37,18.93409,-99.254997
house,|México|Yucatán|,"21.0315095,-89.600513",325.0,186842.11,21.0315095,-89.600513
apartment,|México|Yucatán|,"21.072905,-89.65963",190.0,184210.53,21.072905,-89.65963
other,|México|Morelos|,,110.0,57894.74,,-99.241848
house,|México|Querétaro|,"20.681293,-100.329622",155.0,97368.42,20.681293,-100.329622
house,|México|Morelos|,"18.821062,-98.949371",120.0,69473.68,18.821062,-98.949371
apartment,|México|Guerrero|,"16.8531086,-99.8236533",141.0,121052.63,16.8531086,-99.8236533
apartment,|México|Puebla|,"19.049024,-98.281669",127.0,88947.37,19.049024,-98.281669
house,|México|Tamaulipas|,"22.34005336,-97.88609952",165.0,89473.68,22.34005336,-97.88609952
house,|México|Morelos|,"18.862602,-99.213448",145.0,97368.42,18.862602,-99.213448
apartment,|México|Yucatán|,"21.018724,-89.589836",,47105.26,21.018724,-89.589836
house,|México|Jalisco|,"20.569456,-103.50165",176.0,123684.21,20.569456,-103.50165
apartment,|México|Distrito Federal###|,"19.3934457,-99.1796926",100.0,,19.3934457,-99.1796926
other,|México|Distrito Federal|,"19.436024,-99.15461",64.0,,19.436024,-99.15461
apartment,|México|Distrito Federal|,"19.378009,-99.193543",,78189.47,19.378009,-99.193543
apartment,|México|Distrito Federal|,"19.416294,-99.16748",117.0,289421.05,19.416294,-99.16748
house,|México|Morelos|,,82.0,40000.0,,-99.176287
house,|México|Querétaro|,"20.692161,-100.465025",258.0,147368.42,20.692161,-100.465025
house,|México|Querétaro|,"20.394361,-99.973053",120.0,73684.21,20.394361,-99.973053
house,|México|Baja California###|,"32.453504,-117.038495",111.0,,32.453504,-117.038495
house,|México|Tabasco|,"23.634501,-102.552788",82.0,44736.84,23.634501,-102.552788
house,|México|Estado de México|,"19.619862,-99.146996",,37037.11,19.619862,-99.146996
house,|México|Hidalgo|,"20.059035,-98.790359",240.0,142105.26,20.059035,-98.790359
house,|México|Estado de México|,,86.0,42807.63,19.468129,
other,|México|Yucatán|,"21.0424858,-89.5568382",200.0,91315.79,21.0424858,-89.5568382
house,|México|Guerrero|,"16.758369,-99.768737",136.0,134715.79,16.758369,-99.768737
house,|México|Nuevo León|,"25.6315927,-100.1953926",90.0,43157.89,25.6315927,-100.1953926
other,|México|Quintana Roo|,"21.15958774,-86.82220861",145.0,166315.79,21.15958774,-86.82220861
apartment,|México|Guerrero|,"16.860338,-99.870399",250.0,100000.0,16.860338,-99.870399
apartment,|México|Guerrero|,"16.86656582,-99.88082886",108.0,51578.95,16.86656582,-99.88082886
apartment,|México|Jalisco|,"20.685983,-103.447155",64.0,77368.42,20.685983,-103.447155
house,|México|Yucatán|,"21.0751632,-89.5167298",252.0,103945.63,21.0751632,-89.5167298
apartment,|México|Distrito Federal|,"19.376822,-99.174675",114.0,233473.68,19.376822,-99.174675
apartment,|México|Puebla|,"19.0303511,-98.3143192",102.0,97368.42,19.0303511,-98.3143192
house,|México|Distrito Federal|,"19.433274,-99.210758",304.0,231478.95,19.433274,-99.210758
apartment,|México|Distrito Federal|,"19.394358,-99.177444",100.0,229400.0,19.394358,-99.177444
house,|México|Yucatán|,"21.039522,-89.563911",146.0,76315.79,21.039522,-89.563911
house,|México|Morelos|,"18.8954874,-99.1732936",154.0,93684.21,18.8954874,-99.1732936
house,|México|Puebla|,"18.984862,-98.222234",289.0,226315.79,18.984862,-98.222234
house,|México|Yucatán|,"21.072905,-89.65963",90.0,63157.89,21.072905,-89.65963
house,|México|Morelos|,"18.813908,-99.201675",67.0,34210.53,18.813908,-99.201675
house,|México|Jalisco|,"20.424117,-103.29756",299.0,163157.89,20.424117,-103.29756
house,|México|Yucatán|,"21.0381057,-89.5933722",182.0,105000.0,21.0381057,-89.5933722
house,|México|Estado de México|,"19.28283025,-99.56667352",267.0,157894.74,19.28283025,-99.56667352
house,|México|Chihuahua|,"28.6464221,-106.0860628",233.0,155263.16,28.6464221,-106.0860628
apartment,|México|Estado de México|,"19.5652097,-99.2646998",87.0,97368.42,19.5652097,-99.2646998
house,|México|Estado de México|,"19.284855,-98.950752",80.0,69473.68,19.284855,-98.950752
house,|México|Nayarit|,"20.70506,-105.269812",101.0,65789.47,20.70506,-105.269812
house,|México|Distrito Federal|,"19.2753576,-99.1675547",370.0,263157.89,19.2753576,-99.1675547
apartment,|México|Veracruz de Ignacio de la Llave|,"19.137135,-96.112946",110.0,57894.74,19.137135,-96.112946
house,|México|Jalisco|,"20.675995,-103.420837",220.0,213157.89,20.675995,-103.420837
house,|México|Tamaulipas|,"22.3151894,-97.8573594",318.0,47368.42,22.3151894,-97.8573594
apartment,|México|Distrito Federal|,"19.436404,-99.173617",70.0,90014.95,19.436404,-99.173617
house,|México|Quintana Roo|,"21.095711,-86.869343",147.0,98368.42,21.095711,-86.869343
house,|México|Baja California|,"32.509445,-116.985857",104.0,78947.37,32.509445,-116.985857
house,|México|Jalisco|,"20.616705,-103.413612",105.0,65789.47,20.616705,-103.413612
house,|México|Sinaloa|,"23.215713,-106.418182",315.0,252631.58,23.215713,-106.418182
house,|México|Yucatán|,"21.039522,-89.563911",277.0,147368.42,21.039522,-89.563911
house,|México|Yucatán|,"21.072905,-89.65963",240.0,122894.74,21.072905,-89.65963
house,|México|Yucatán|,"21.072905,-89.65963",201.0,75210.53,21.072905,-89.65963
apartment,|México|Yucatán|,"21.015982,-89.705116",172.0,176315.79,21.015982,-89.705116
apartment,|México|San Luis Potosí|,"22.12590752,-100.9865534",103.0,,22.12590752,-100.9865534
house,|México|Querétaro|,"20.547674,-100.394761",110.0,51578.95,20.547674,-100.394761
apartment,|México|Jalisco###|,,135.0,236842.11,20.677448,
house,|México|Veracruz de Ignacio de la Llave|,"20.9638852,-97.4124504",88.0,44736.84,20.9638852,-97.4124504
other,|México|Distrito Federal|,"19.4034054,-99.1825418",120.0,209311.05,19.4034054,-99.1825418
house,|México|Querétaro|,"20.3951106,-99.9856344",180.0,73684.21,20.3951106,-99.9856344
house,|México|Estado de México|,"19.536936,-99.22732",,184210.53,19.536936,-99.22732
apartment,|México|Distrito Federal|,"19.453142,-99.180214",68.0,52631.58,19.453142,-99.180214
house,|México|Veracruz de Ignacio de la Llave|,"19.14966827,-96.12028599",150.0,71052.63,19.14966827,-96.12028599
house,|México|Distrito Federal|,"19.3434214,-99.1294848",280.0,,19.3434214,-99.1294848
house,|México|Hidalgo|,"20.099826,-98.772656",140.0,51842.11,20.099826,-98.772656
house,|México|Distrito Federal|,,147.0,122419.26,,-99.124863
apartment,|México|Querétaro###|,"20.5835963,-100.3729496",144.0,160263.16,20.5835963,-100.3729496
house,|México|Puebla|,"23.634501,-102.552788",173.0,139473.68,23.634501,-102.552788
house,|México|Querétaro|,"20.58787576,-100.446496",111.0,69684.21,20.58787576,-100.446496
house,|México|Colima|,"19.232695,-103.696887",189.0,63157.89,19.232695,-103.696887
apartment,|México|Baja California|,"32.440475,-116.983772",70.0,36263.16,32.440475,-116.983772
house,|México|Veracruz de Ignacio de la Llave|,"19.513165,-96.898109",130.0,118421.05,19.513165,-96.898109
house,|México|Hidalgo|,"23.634501,-102.552784",140.0,78947.37,23.634501,-102.552784
house,|México|Chihuahua|,"28.6983446,-106.0940375",350.0,231578.95,28.6983446,-106.0940375
house,|México|Sinaloa|,"24.770091,-107.444782",,76315.79,24.770091,-107.444782
house,|México|Tamaulipas|,"26.078394,-98.325452",80.0,,26.078394,-98.325452
house,|México|Sonora|,"28.95479589,-111.0455946",,86842.11,28.95479589,-111.0455946
house,|México|Nuevo León|,"25.626854,-100.188538",170.0,78947.37,25.626854,-100.188538
house,|México|Querétaro###|,"20.662301,-100.441093",235.0,,20.662301,-100.441093
apartment,|México|Quintana Roo|,"21.04980598,-86.85358784",178.0,205578.95,21.04980598,-86.85358784
house,|México|Chiapas|,"16.740425,-93.12841",170.0,94736.84,16.740425,-93.12841
apartment,|México|Distrito Federal|,"19.395097,-99.150424",65.0,53102.79,19.395097,-99.150424
apartment,|México|Morelos###|,"18.960824,-99.268107",92.0,,18.960824,-99.268107
house,|México|Querétaro|,"20.7037,-100.462857",220.0,168421.05,20.7037,-100.462857
house,|México|Chihuahua|,"28.64073,-106.109581",300.0,197368.42,28.64073,-106.109581
apartment,|México|Distrito Federal|,"19.305233,-99.12269",75.0,47631.58,19.305233,-99.12269
apartment,|México|Estado de México|,"19.379597,-99.293808",80.0,166863.16,19.379597,-99.293808
house,|México|Estado de México|,"19.26183971,-99.58393506",195.0,136842.11,19.26183971,-99.58393506
apartment,|México|Distrito Federal|,"19.2753576,-99.1675547",101.0,173421.05,19.2753576,-99.1675547
house,|México|Durango|,"25.553129,-103.510059",187.0,42105.26,25.553129,-103.510059
apartment,|México|Morelos|,,130.0,94736.84,,
house,|México|Distrito Federal|,"19.346687,-99.011513",115.0,,19.346687,-99.011513
house,|México|,"16.838398,-99.897744",113.0,97368.42,16.838398,-99.897744
house,|México|Estado de México|,"19.482168,-99.264038",140.0,34021.74,19.482168,-99.264038
house,|México|Sinaloa|,"24.8427771,-107.3931108",117.0,47368.42,24.8427771,-107.3931108
house,|México|Quintana Roo|,"21.101317,-86.862888",182.0,134210.53,21.101317,-86.862888
house,|México|Quintana Roo|,"21.164147,-86.868479",330.0,197982.11,21.164147,-86.868479
apartment,|México|Nuevo León|,"25.647146,-100.356804",100.0,200000.0,25.647146,-100.356804
house,|México|Nuevo León|,"25.64423457,-100.2966356",228.0,,25.64423457,-100.2966356
house,|México|Sonora|,"29.0904798,-110.9747137",298.0,184210.53,29.0904798,-110.9747137
house,|México|Baja California Sur|,"24.15963233,-110.3057599",96.0,65789.47,24.15963233,-110.3057599
house,|México|Jalisco|,,79.0,41052.63,,-103.471496
house,|México|Tamaulipas|,"22.2465535,-97.8721436",109.0,78947.37,22.2465535,-97.8721436
house,|México|Estado de México|,"19.569101,-99.303513",180.0,251578.95,19.569101,-99.303513
house,|México|Yucatán|,,20241201.0,117894.74,,-89.563911
house,|México|,,325.0,206315.79,20.555649,
apartment,|México|Distrito Federal|,"19.405298,-99.164986",74.0,225263.16,19.405298,-99.164986
apartment,|México|Distrito Federal|,,160.0,147368.42,19.258038,
house,|México|Morelos|,"18.823669,-99.227295",165.0,86842.11,18.823669,-99.227295
apartment,|México|Distrito Federal|,"19.377171,-99.188503",,106736.84,19.377171,-99.188503
house,|México|Yucatán|,"21.017197,-89.574516",206.0,113710.53,21.017197,-89.574516
house,|México|Morelos|,"18.892714,-99.1996",90.0,57894.74,18.892714,-99.1996
house,|México|Estado de México|,"19.636706,-99.101569",250.0,131578.95,19.636706,-99.101569
house,|México|Yucatán|,"21.039522,-89.563911",274.0,152368.42,21.039522,-89.563911
house,|México|Veracruz de Ignacio de la Llave|,"18.134026,-94.476112",235.0,165789.47,18.134026,-94.476112
house,|México|Yucatán|,"21.07671918,-89.62775633",155.0,67894.74,21.07671918,-89.62775633
apartment,|México|,"19.401509,-99.154034",90.0,116403.58,19.401509,-99.154034
house,|México|Tabasco|,,350.0,66315.79,,-93.165413
house,|México|Yucatán|,"21.072905,-89.65963",190.0,97368.42,21.072905,-89.65963
house,|México|Tamaulipas|,"22.247913,-97.875565",,127368.42,22.247913,-97.875565
house,|México|San Luis Potosí|,"22.148722,-101.00119",190.0,115789.47,22.148722,-101.00119
house,|México|Baja California|,"32.494743,-117.016784",92.0,51578.95,32.494743,-117.016784
house,|México|San Luis Potosí|,"22.18978923,-100.9525537",138.0,50000.0,22.18978923,-100.9525537
house,|México|,"18.96295456,-98.27967882",222.0,151578.95,18.96295456,-98.27967882
house,|México|Morelos|,"18.8859084,-99.19064",110.0,86842.11,18.8859084,-99.19064
house,|México|,"28.643902,-106.130157",355.0,260526.32,28.643902,-106.130157
apartment,|México|Distrito Federal|,"19.347683,-99.165877",135.0,236842.11,19.347683,-99.165877
other,|México|Distrito Federal|,"19.375374,-99.137657",110.0,77894.74,19.375374,-99.137657
house,|México|Distrito Federal|,"19.52395,-99.152881",95.0,147631.58,19.52395,-99.152881
house,|México|Guerrero|,"16.757619,-99.767532",140.0,144736.84,16.757619,-99.767532
house,|México|Yucatán|,"21.075163,-89.516731",197.0,,21.075163,-89.516731
house,|México|Puebla|,"19.02038,-98.207626",380.0,205263.16,19.02038,-98.207626
house,|México|Aguascalientes|,"21.9243493,-102.2833909",140.0,35789.47,21.9243493,-102.2833909
house,|México|Quintana Roo|,"21.1351429,-86.837489",80.0,44736.84,21.1351429,-86.837489
apartment,|México|Distrito Federal|,"19.39365,-99.14769",75.0,157489.47,19.39365,-99.14769
house,|México|Nuevo León|,"25.733049,-100.22847",200.0,69473.68,25.733049,-100.22847
house,|México|Baja California Sur|,,275.0,,24.141701,
house,|México|Jalisco|,"20.579091,-103.430379",,86842.11,20.579091,-103.430379
house,|México|,"25.731798,-100.349091",180.0,74234.37,25.731798,-100.349091
house,|México|Estado de México|,"19.672207,-99.015656",122.0,139473.68,19.672207,-99.015656
apartment,|México|Estado de México|,"19.401066,-99.277168",190.0,305263.16,19.401066,-99.277168
house,|México|Yucatán|,"21.00227,-89.5650908",131.0,69578.95,21.00227,-89.5650908
house,|México|,,208.0,,20.680066,
apartment,|México|Guerrero|,"16.86483064,-99.87526059",61.0,44736.84,16.86483064,-99.87526059
house,|México|Jalisco|,"20.760167,-103.379168",83.0,44736.84,20.760167,-103.379168
house,|México|Yucatán|,"21.02838037,-89.56463993",174.0,35526.32,21.02838037,-89.56463993
house,|México|Tlaxcala|,,180.0,168421.05,19.341597,
house,|México|Veracruz de Ignacio de la Llave|,,118.0,44736.84,,-103.4203
house,|México|Chiapas|,"19.665554,-101.235738",115.0,77631.58,19.665554,-101.235738
house,|México|Estado de México|,,245.0,100000.0,19.650003,
house,|México|Nuevo León|,"25.7708161,-100.4340179",100.0,60526.32,25.7708161,-100.4340179
house,|México|Tamaulipas|,"22.2331041,-97.861099",130.0,92105.26,22.2331041,-97.861099
house,|México|Nuevo León|,"25.723276,-100.401518",278.0,240526.32,25.723276,-100.401518
house,|México|Puebla|,"19.044477,-98.328011",260.0,236842.11,19.044477,-98.328011
house,|México|Estado de México|,"19.562922,-99.254974",120.0,45789.47,19.562922,-99.254974
apartment,|México|Nuevo León|,"25.580088,-100.239685",130.0,104210.53,25.580088,-100.239685
house,|México|Puebla|,"19.055344,-98.212046",7300.0,,19.055344,-98.212046
house,|México|Morelos|,"23.634501,-102.552788",290.0,221052.63,23.634501,-102.552788
apartment,|México|Distrito Federal|,,80.0,97678.95,19.34189,
house,|México|,"19.404718,-99.263313",139.0,,19.404718,-99.263313
house,|México|Querétaro|,"20.675023,-100.457086",304.0,273684.21,20.675023,-100.457086
house,|México|Estado de México|,"19.532259,-99.23214",220.0,204000.0,19.532259,-99.23214
house,|México|Tamaulipas|,"22.313122,-97.858559",193.0,50000.0,22.313122,-97.858559
house,|México|Tamaulipas|,"22.29275303,-97.89062485",88.0,60526.32,22.29275303,-97.89062485
house,|México|Morelos|,"18.864874,-98.925911",130.0,86842.11,18.864874,-98.925911
house,|México|Querétaro|,"20.726007,-100.442642",290.0,199473.68,20.726007,-100.442642
house,|México|Nayarit|,"20.7204378,-105.2706825",152.0,65789.47,20.7204378,-105.2706825
house,|México|,"19.1368849,-96.1093008",130.0,57894.74,19.1368849,-96.1093008
apartment,|México|Estado de México###|,"19.291351,-99.668945",85.0,48000.0,19.291351,-99.668945
apartment,|México|Morelos|,"18.9242095,-99.2215659",80.0,39473.68,18.9242095,-99.2215659
apartment,|México|Quintana Roo|,"21.152496,-86.869834",99.0,,21.152496,-86.869834
house,|México|Puebla|,"19.027103,-98.270025",166.0,83157.89,19.027103,-98.270025
house,|México|Nuevo León|,,350.0,223684.21,,-100.223213
house,|México|Morelos|,"18.813505,-98.953514",140.0,63157.89,18.813505,-98.953514
house,|México|Yucatán|,"21.039522,-89.563911",,120263.16,21.039522,-89.563911
house,|México|Morelos|,"18.804409,-98.959038",230.0,65789.47,18.804409,-98.959038
house,|México|Nuevo León|,"25.584658,-100.257912",350.0,262631.58,25.584658,-100.257912
house,|México|Estado de México|,"19.225745,-99.567856",270.0,207894.74,19.225745,-99.567856
house,|México|Jalisco|,"20.763189,-103.389053",95.0,81578.95,20.763189,-103.389053
house,|México|Distrito Federal|,"19.383512,-99.084804",115.0,94210.53,19.383512,-99.084804
house,|México|Jalisco|,"20.6460186,-105.2267944",160.0,126315.79,20.6460186,-105.2267944
apartment,|México|Distrito Federal|,,85.0,165789.47,19.367025,
house,|México|Querétaro|,"20.604974,-100.409786",110.0,52105.26,20.604974,-100.409786
house,|México|Aguascalientes###|,"21.93248,-102.297005",305.0,192105.26,21.93248,-102.297005
house,|México|San Luis Potosí|,"22.133745,-101.016029",126.0,113105.26,22.133745,-101.016029
apartment,|México|Puebla|,"19.054064,-98.245911",87.0,46973.68,19.054064,-98.245911
house,|México|Puebla|,,,113684.21,,-98.3143192
house,|México|Morelos|,"18.947784,-99.201675",15000.0,242105.26,18.947784,-99.201675
apartment,|México|Distrito Federal|,"19.3418937,-99.2245237",145.0,244736.84,19.3418937,-99.2245237
house,|México|,"20.963127,-97.385071",200.0,184210.53,20.963127,-97.385071
house,|México|Estado de México|,"19.550089,-99.214828",87.0,51000.0,19.550089,-99.214828
house,|México|Tamaulipas|,"22.307415,-97.859846",61.0,33684.21,22.307415,-97.859846
house,|México|Morelos|,"18.8879389,-99.0247871",76.0,68421.05,18.8879389,-99.0247871
house,|México|Yucatán|,"21.030668,-89.599258",144.0,86789.47,21.030668,-89.599258
apartment,|México|Veracruz de Ignacio de la Llave|,"19.10283721,-96.11123085",160.0,,19.10283721,-96.11123085
house,|México|Distrito Federal|,"19.353592,-99.177275",360.0,230842.11,19.353592,-99.177275
house,|México|Yucatán|,"21.01144518,-89.57977295",222.0,113157.89,21.01144518,-89.57977295
house,|México|,"19.263756,-99.540924",134.0,92105.26,19.263756,-99.540924
house,|México|Estado de México|,"19.415097,-98.918523",85.0,49473.68,19.415097,-98.918523
house,|México|Distrito Federal|,"19.471368,-99.08649",280.0,141052.63,19.471368,-99.08649
house,|México|Veracruz de Ignacio de la Llave|,"19.125807,-96.104954",251.0,139473.68,19.125807,-96.104954
house,|México|Distrito Federal|,"19.414261,-99.104118",167.0,236842.11,19.414261,-99.104118
house,|México|Baja California|,"32.469454,-117.003688",93.0,89421.05,32.469454,-117.003688
house,|México|Estado de México|,"19.5224961,-99.255074",,227684.21,19.5224961,-99.255074
house,|México|Yucatán|,"21.039522,-89.563911",181.0,97894.74,21.039522,-89.563911
house,|México|Quintana Roo|,"20.6295586,-87.0738851",143.0,127894.74,20.6295586,-87.0738851
house,|México|Veracruz de Ignacio de la Llave|,"19.17078,-96.12487",380.0,236842.11,19.17078,-96.12487
house,|México|Chiapas|,"16.756552,-93.181732",326.0,192217.47,16.756552,-93.181732
house,|México|Querétaro|,"20.5745579,-100.4129676",160.0,194736.84,20.5745579,-100.4129676
house,|México|Jalisco|,,250.0,110526.32,,-103.259237
apartment,|México|Yucatán|,"21.06334852,-89.61303592",60.0,,21.06334852,-89.61303592
other,|México|Nuevo León|,"25.749624,-100.304192",172.0,121052.63,25.749624,-100.304192
other,|México|Puebla|,"19.036623,-98.190544",204.0,78947.37,19.036623,-98.190544
house,|México|Distrito Federal###|,"19.358008,-99.127094",95.0,101157.89,19.358008,-99.127094
house,|México|Chiapas|,"19.701565,-101.270798",250.0,63157.89,19.701565,-101.270798
apartment,|México|Distrito Federal|,,70.0,,,-99.14685
house,|México|Veracruz de Ignacio de la Llave|,"18.1479784,-94.4626507",157.0,121052.63,18.1479784,-94.4626507
apartment,|México|Guerrero|,"16.794599,-99.83012",230.0,207894.74,16.794599,-99.83012
house,|México|Querétaro|,"20.594322,-100.365929",298.0,173684.21,20.594322,-100.365929
house,|México|Morelos|,"18.919898,-98.978835",190.0,97368.42,18.919898,-98.978835
house,|México|Veracruz de Ignacio de la Llave|,"19.074387,-96.086259",245.0,151315.79,19.074387,-96.086259
house,|México|Guerrero|,"16.758724,-99.767563",142.0,100000.0,16.758724,-99.767563
house,|México|Estado de México|,"19.650003,-99.220367",132.0,137105.26,19.650003,-99.220367
house,|México|Estado de México|,"19.72876,-99.461708",90.0,70263.16,19.72876,-99.461708
house,|México|Jalisco|,"23.634501,-102.552788",127.0,84210.53,23.634501,-102.552788
house,|México|Yucatán|,"20.999449,-89.6334",300.0,228947.37,20.999449,-89.6334
house,|México|Yucatán|,"21.0411724,-89.5550539",215.0,98162.37,21.0411724,-89.5550539
house,|México|Puebla|,"19.105051,-98.243682",170.0,97368.42,19.105051,-98.243682
apartment,|México|Yucatán|,"21.0381057,-89.5933722",186.0,148739.68,21.0381057,-89.5933722
house,|México|Veracruz de Ignacio de la Llave|,"19.136782,-96.123543",210.0,89473.68,19.136782,-96.123543
house,|México|Baja California|,"32.63496,-115.391907",,102631.58,32.63496,-115.391907
house,|México|Yucatán|,"21.039522,-89.563911",,125926.68,21.039522,-89.563911
house,|México|Veracruz de Ignacio de la Llave|,"25.535009,-103.302429",350.0,42105.26,25.535009,-103.302429
house,|México|Nayarit|,"20.7053975,-105.2684878",101.0,,20.7053975,-105.2684878
house,|México|Veracruz de Ignacio de la Llave|,"25.659972,-103.366303",170.0,49473.68,25.659972,-103.366303
house,|México|Tamaulipas|,"22.2722052,-97.8476749",214.0,128947.37,22.2722052,-97.8476749
house,|México|Morelos|,"18.867191,-99.180214",,86842.11,18.867191,-99.180214
house,|México|Querétaro|,"20.6962084,-100.4506587",120.0,76315.79,20.6962084,-100.4506587
house,|México|Distrito Federal|,"19.285162,-99.194185",150.0,110000.0,19.285162,-99.194185
house,|México|Estado de México|,"19.497893,-99.244125",250.0,234210.53,19.497893,-99.244125
apartment,|México|Guerrero|,"23.634501,-102.552788",20241201.0,157894.74,23.634501,-102.552788
house,|México|Sonora|,"23.634501,-102.552788",383.0,184210.53,23.634501,-102.552788
house,|México|Querétaro|,"20.389062,-99.957622",95.0,48947.37,20.389062,-99.957622
apartment,|México|Guerrero|,"16.828667,-99.858981",137.0,97368.42,16.828667,-99.858981
house,|México|Querétaro###|,"20.705742,-100.444016",258.0,,20.705742,-100.444016
apartment,|México|Distrito Federal|,"19.35782,-99.149406",80.0,68157.89,19.35782,-99.149406
house,|México|Morelos|,"18.864874,-98.925911",121.0,65789.47,18.864874,-98.925911
house,|México|Distrito Federal###|,"19.342911,-99.224472",120.0,,19.342911,-99.224472
house,|México|Estado de México|,"23.634501,-102.552788",228.0,149000.0,23.634501,-102.552788
house,|México|Sonora|,"29.063726,-110.976746",102.0,57894.74,29.063726,-110.976746
house,|México|Nuevo León|,"25.801826,-100.196945",190.0,104736.84,25.801826,-100.196945
house,|México|Querétaro|,"20.5951924,-100.3479663",180.0,120000.0,20.5951924,-100.3479663
house,|México|Puebla|,"19.059084,-98.286095",165.0,,19.059084,-98.286095
house,|México|Estado de México###|,"23.634501,-102.552788",150.0,35368.42,23.634501,-102.552788
apartment,|México|Querétaro|,"20.726007,-100.442642",135.0,115789.47,20.726007,-100.442642
house,|México|Yucatán|,"21.0278699,-89.5880314",240.0,184210.53,21.0278699,-89.5880314
house,|México|Morelos|,"18.91473109,-98.94081116",140.0,118421.05,18.91473109,-98.94081116
house,|México|Yucatán|,"20.968147,-89.629875",70.0,78947.37,20.968147,-89.629875
house,|México|Nuevo León|,"25.674595,-100.463539",234.0,113157.89,25.674595,-100.463539
house,|México|Yucatán|,"21.039522,-89.563911",220.0,118421.05,21.039522,-89.563911
house,|México|Morelos###|,"18.850763,-98.943855",160.0,,18.850763,-98.943855
house,|México|Querétaro|,"20.726007,-100.442642",250.0,194736.84,20.726007,-100.442642
apartment,|México|Puebla|,"19.056689,-98.237817",120.0,115789.47,19.056689,-98.237817
house,|México|Tamaulipas|,"22.270658,-97.849037",380.0,263157.89,22.270658,-97.849037
house,|México|Jalisco|,"20.748312,-103.429504",96.0,77631.58,20.748312,-103.429504
house,|México|Querétaro|,"20.614635,-100.416756",139.0,92105.26,20.614635,-100.416756
house,|México|San Luis Potosí###|,"22.152988,-100.965364",250.0,,22.152988,-100.965364
house,|México|,,220.0,94210.53,21.039522,
house,|México|Nuevo León|,"25.723516,-100.393311",290.0,181263.16,25.723516,-100.393311
house,|México|Veracruz de Ignacio de la Llave|,"19.563767,-96.938694",300.0,228947.37,19.563767,-96.938694
apartment,|México|Distrito Federal|,,92.0,71052.63,,-99.188231
house,|México|Morelos###|,"18.8624622,-99.2120335",20241201.0,,18.8624622,-99.2120335
house,|México|Estado de México|,"19.508698,-98.875664",260.0,44789.47,19.508698,-98.875664
house,|México|Yucatán|,"20.968791,-89.5857147",228.0,66526.32,20.968791,-89.5857147
apartment,|México|Estado de México|,"19.3735635,-99.2965778",126.0,142105.26,19.3735635,-99.2965778
house,|México|Tamaulipas|,"22.2453265,-97.8431699",131.0,73684.21,22.2453265,-97.8431699
apartment,|México|Distrito Federal|,,80.0,52428.26,,-99.243225
apartment,|México|Guerrero|,"16.794434,-99.830807",256.0,307127.16,16.794434,-99.830807
house,|México|Tamaulipas|,"22.300137,-97.897331",111.0,63157.89,22.300137,-97.897331
house,|México|Jalisco|,"20.749051,-103.66731",300.0,147368.42,20.749051,-103.66731
house,|México|Veracruz de Ignacio de la Llave|,"26.847851,-101.424133",160.0,67026.32,26.847851,-101.424133
house,|México|Baja California|,"23.634501,-102.552788",115.0,42631.58,23.634501,-102.552788
apartment,|México|Puebla|,"19.02038,-98.207626",219.0,101315.79,19.02038,-98.207626
house,|México|Hidalgo|,"20.0519991,-98.755252",110.0,44736.84,20.0519991,-98.755252
house,|México|Yucatán|,,250.0,118421.05,21.0634817,
house,|México|Distrito Federal|,"19.399652,-99.16127",235.0,205263.16,19.399652,-99.16127
house,|México|Durango|,"24.043295,-104.636917",350.0,236842.11,24.043295,-104.636917
house,|México|Veracruz de Ignacio de la Llave|,"25.551631,-103.432737",,39473.68,25.551631,-103.432737
house,|México|Querétaro|,"20.574251,-100.388476",195.0,63157.89,20.574251,-100.388476
apartment,|México|Distrito Federal|,"19.482603,-99.194748",60.0,78947.37,19.482603,-99.194748
house,|México|Morelos###|,"18.953268,-99.224525",201.0,,18.953268,-99.224525
apartment,|México|Morelos|,"18.891611,-99.221756",93.0,49473.68,18.891611,-99.221756
apartment,|México|San Luis Potosí|,"22.1441622,-101.0358237",160.0,89421.05,22.1441622,-101.0358237
house,|México|Estado de México|,"19.2693686,-99.6021262",250.0,294736.84,19.2693686,-99.6021262
other,|México|Yucatán|,"21.0749983,-89.5195181",242.0,101884.21,21.0749983,-89.5195181
house,|México|Puebla|,"18.462721,-97.414111",250.0,144736.84,18.462721,-97.414111
house,|México|Estado de México|,"19.595285,-99.050201",120.0,36842.11,19.595285,-99.050201
house,|México|Sonora|,,134.0,57894.74,27.934649,
house,|México|Sinaloa|,"24.79119169,-107.3835468",300.0,144736.84,24.79119169,-107.3835468
house,|México|,,180.0,118421.05,,-99.122093
house,|México|Yucatán|,"21.072905,-89.65963",253.0,110526.32,21.072905,-89.65963
house,|México|Tlaxcala|,"19.4171734,-98.1434147",140.0,44736.84,19.4171734,-98.1434147
house,|México|Yucatán|,"21.008295,-89.591019",,158210.53,21.008295,-89.591019
